7,15,62,104
21,24,58,65
24,12,65,67
15,31,44,19
21,23,65,39
36,48,65,71
7,103,48,14
71,1,55,35
40,39,67,24
11,39,56,41
64,52,49,42
57,53,58,63
37,104,65,15
17,43,60,50
10,20,73,74
62,38,39,56
36,43,36,59
10,52,58,39
4,5,43,40
2,17,69,30
38,10,63,99
20,71,67,49
27,82,56,42
56,7,46,70
21,91,72,31
76,27,42,56
32,82,62,42
18,11,70,80
20,22,73,38
60,60,56,30
29,13,11,73
53,51,59,42
58,64,58,55
77,19,49,17
55,54,58,40
56,29,66,49
8,1,65,43
37,43,68,28
8,80,35,47
0,26,59,60
75,53,48,54
74,40,33,48
60,82,51,44
98,74,24,48
28,49,46,50
38,58,48,46
55,41,64,40
16,88,46,32
27,23,49,39
23,81,45,31
51,39,48,26
15,19,50,46
93,56,33,54
19,26,41,28
28,17,53,49
48,79,67,17
64,33,33,51
70,81,43,30
10,46,43,61
8,57,55,48
22,33,42,79
53,2,67,106
60,64,45,37
47,51,45,38
16,96,72,24
56,46,70,37
10,81,64,35
17,55,94,37
22,19,40,39
49,55,36,55
29,2,46,33
17,74,62,11
7,31,52,52
18,0,51,30
61,67,49,18
50,55,24,46
36,90,71,28
55,1,33,42
40,1,56,33
5,31,56,64
48,61,56,64
40,88,67,32
37,4,39,67
54,44,56,42
25,29,72,71
52,39,49,62
55,84,64,21
16,52,54,58
13,44,70,44
81,8,25,70
71,43,46,39
43,7,51,56
14,64,39,46
64,9,51,29
61,57,60,56
12,29,67,58
3,21,46,21
3,15,47,78
52,70,12,53
26,37,59,61
16,46,69,59
63,24,44,34
37,26,59,58
41,75,59,39
16,67,73,58
50,51,44,65
33,53,61,67
41,16,63,35
53,49,51,32
7,88,56,23
56,1,62,48
46,56,34,54
81,45,42,62
56,42,62,20
65,12,44,44
49,7,69,64
48,8,67,64
0,53,69,40
26,38,44,28
3,56,64,63
60,32,55,76
33,59,54,42
58,5,62,99
46,3,58,31
33,42,58,27
6,30,66,51
21,55,67,30
65,83,55,43
7,82,66,39
66,83,48,32
56,60,49,42
45,49,49,23
47,55,66,51
5,3,45,16
71,4,40,85
48,78,67,47
6,28,49,30
52,32,65,67
13,58,36,55
48,71,58,24
3,19,70,65
67,81,51,30
21,112,46,3
60,1,18,43
64,24,51,33
67,67,51,35
14,71,56,41
50,28,48,44
76,60,50,42
5,5,69,48
64,60,49,23
13,81,56,42
1,64,65,40
3,59,68,40
5,90,56,17
65,19,21,65
3,72,48,27
56,29,61,50
49,28,57,62
0,15,43,49
9,7,62,42
63,8,50,33
49,50,15,44
71,14,54,68
30,69,62,35
14,7,55,30
12,48,46,25
40,54,66,62
55,83,60,26
51,32,51,37
23,20,34,42
38,44,48,31
44,74,71,32
69,35,53,45
58,40,46,48
32,18,64,29
38,56,39,61
30,14,67,82
35,58,42,31
52,19,61,50
47,49,41,49
14,48,62,47
53,43,50,59
46,24,42,42
69,43,44,61
48,39,44,44
25,56,62,68
12,90,46,28
49,37,63,49
50,5,46,49
64,104,46,14
16,14,56,46
5,7,60,23
94,82,30,44
3,38,58,83
11,97,50,8
44,93,57,21
65,12,49,62
33,83,48,28
5,6,65,72
7,40,58,28
68,42,55,81
37,80,65,37
3,7,59,65
27,17,43,32
23,18,71,67
33,52,39,55
45,39,70,51
42,39,60,22
21,11,13,47
49,48,55,48
20,75,58,27
2,38,59,51
65,47,48,36
55,70,67,51
53,37,48,33
10,16,71,54
21,22,71,81
6,57,56,26
4,52,45,56
46,32,70,53
49,52,69,66
5,71,57,19
1,35,46,36
14,10,60,60
33,68,69,37
33,32,62,41
61,29,49,32
61,81,41,38
60,60,62,53
33,10,58,62
35,92,52,28
47,4,69,50
13,3,56,51
55,82,62,43
10,62,51,24
8,16,51,62
36,42,60,68
71,32,50,32
65,8,46,37
11,24,63,74
46,76,54,44
10,63,46,39
35,51,72,44
11,33,61,45
8,4,54,39
33,32,52,39
42,65,54,37
44,41,47,29
49,5,73,42
23,68,52,53
3,101,49,14
0,65,54,38
36,22,67,19
23,6,66,10
78,18,21,61
43,61,58,28
6,30,67,21
50,30,69,63
44,67,58,30
62,52,53,62
73,38,52,23
39,29,32,49
7,28,47,66
29,67,64,42
44,40,69,60
15,66,40,30
19,9,56,85
23,0,48,73
62,51,42,22
25,48,41,33
17,25,35,57
56,22,35,52
33,1,32,46
34,76,60,27
28,81,53,22
51,5,62,33
55,31,64,39
0,51,24,51
55,47,61,34
43,71,55,30
2,52,53,36
72,5,26,48
44,76,56,46
67,47,51,28
25,80,47,24
0,17,67,47
56,37,55,39
60,24,65,42
19,29,66,33
32,54,69,69
31,10,40,91
0,68,44,35
56,39,67,48
27,88,60,37
24,8,57,23
58,35,45,69
75,24,33,64
12,55,57,25
8,40,58,84
25,70,51,42
102,39,17,55
21,36,60,26
27,9,54,61
56,16,71,71
2,92,62,22
44,43,50,29
58,64,49,31
58,55,68,28
49,29,56,44
28,40,52,71
93,3,15,52
68,1,46,70
44,66,42,42
37,16,72,40
7,51,46,48
15,42,64,33
21,48,65,42
21,32,64,29
40,58,43,37
51,12,58,35
9,7,43,26
19,19,48,32
4,3,48,34
51,94,48,30
28,28,69,48
28,57,64,58
36,0,70,60
54,17,69,74
29,3,37,48
17,26,68,72
67,12,56,40
35,17,39,65
68,13,54,56
3,55,66,40
32,50,48,48
65,53,42,65
40,42,59,85
7,40,35,58
3,31,51,44
24,0,44,23
21,18,71,54
12,25,69,45
25,39,69,42
5,26,48,41
36,33,44,28
39,14,39,62
88,0,21,66
38,83,42,29
58,6,46,21
63,12,62,79
32,48,51,32
13,47,51,32
13,56,58,60
51,74,71,50
76,30,32,54
60,48,65,70
44,2,62,41
10,49,73,48
22,82,50,33
34,34,53,50
12,4,46,30
4,18,63,32
21,55,102,49
1,12,56,18
22,40,60,54
30,6,23,50
36,62,71,65
39,25,14,61
52,10,62,56
8,24,30,44
71,53,48,13
23,47,67,42
30,29,48,60
40,1,55,46
19,17,58,60
32,41,58,37
48,68,56,51
12,76,56,28
72,0,46,53
66,80,43,21
33,44,70,50
38,5,71,24
1,49,44,21
16,39,61,37
40,92,48,27
38,7,64,71
64,68,45,44
8,54,60,55
61,16,54,41
62,90,41,33
21,50,55,55
56,34,33,63
61,40,45,45
51,72,49,40
0,76,46,34
84,50,42,21
45,35,44,28
0,21,62,65
62,51,41,64
35,18,67,58
56,23,55,71
47,55,70,56
51,23,62,26
7,26,68,48
49,38,49,69
53,62,22,50
29,42,51,15
28,24,40,87
72,48,49,38
7,47,62,21
40,72,45,23
8,13,59,47
56,12,63,39
19,67,53,44
49,48,68,74
13,112,42,15
28,55,44,30
51,5,61,54
16,57,62,42
16,37,62,64
5,13,65,46
72,71,46,26
42,0,72,78
49,29,49,49
62,75,48,35
37,21,36,71
4,57,55,35
71,62,46,29
62,17,58,64
58,33,40,24
8,24,51,47
64,26,48,14
20,10,26,45
72,28,51,32
25,19,66,62
71,21,50,11
60,30,51,57
72,10,45,51
11,39,60,28
70,60,48,18
21,42,56,26
40,103,62,15
40,39,57,19
18,59,60,29
55,46,60,53
53,19,68,72
45,33,62,42
26,27,43,40
21,29,30,57
19,53,30,46
60,16,53,41
